Interests,Budget_Range,Travel_Type,Duration,Accommodation_Preference,Preferred_Locations,Activities
"Beach, Adventure",High,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Solo,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Solo,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Solo,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Group,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Group,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Group,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Family,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Family,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Family,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Solo,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Solo,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Solo,Three Weeks,Luxury,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Solo,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Group,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Family,Three Weeks,Budget,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
